question,subject,choices,answer,b,a,c,d,bc,ba,bd,ab,e,cd,3,ac,4,ad,bcd,cb,f,abc,2,band,db,1,dc,abcd,'},da,r,aa,choice,g,dd,bac,cc,option,none
How are the members of the arbitral tribunal appointed?,international_law,"['All the members of the arbitral tribunal are appointed by the parties'
 'All the members of the arbitral tribunal are appointed by the parties'
 'All the members of the arbitral tribunal are appointed by an impartial third party, such as the president of the ICJ'
 'All the members of the arbitral tribunal are appointed by the parties from a restricted list of arbitrators']",0,0.056912989358820144,0.17532737830605571,0.1547055447773638,0.6118723172909144,,,2.95705413064234e-05,,0.0001811415264157013,3.7969326622662377e-05,,4.0418137798666464e-05,,9.108367956367197e-05,,,,,,,,,,,,,,,,,,,,,
Are the peremptory norms of international law the only norms that set out obligations erga omnes?,international_law,"['Yes'
 'No, acts of international organizations also set out such obligations'
 'No, decisions of international courts also set out such obligations'
 'No, even though all peremptory norms set out obligations erga omnes, the latter may also spring from treaties regulating objective regimes or unilateral acts']",3,0.34444608128540655,0.07685630011772637,0.010401369144950608,0.5678955808245552,,,8.998947553725615e-05,1.5637826033146363e-05,3.751319452227032e-05,,,,,1.1440877928598545e-05,1.0096539334836678e-05,,,,,,2.5782416408356616e-05,,,,,,,,,,,,,,
What is the constitutive theory of recognition?,international_law,"['Recognition is determinative of statehood'
 'Recognition requires constitutional approval by third nations'
 'Recognition requires that the constitution of the recognised State includes sufficient human rights guarantees'
 'Countries wishing to be recognised must possess a valid constitution']",0,0.10830132127000013,0.2598013948693345,0.428340085878635,0.202333529767281,7.691286131866438e-05,,7.225294662111461e-05,,,0.0001628245286893408,,7.225294662111461e-05,,7.691286131866438e-05,5.6270651407740474e-05,,,,,,,,,,,,,,,,,,,,
The enforcement mechanism of the International Covenant on Civil and Political Rights (and Protocol) consists of,international_law,"['A reporting mechanism only' 'Judgment of an international tribunal'
 'Right to individual petition only'
 'A reporting mechanism and right to individual petition']",3,0.004461377403887577,0.025673454347082948,0.00572852198002802,0.9633892669249424,,,6.363810050035801e-05,,0.00012655947495810558,1.8232621056423432e-05,,,,0.00020866129837206885,,,,,,,,,,2.341114884928379e-05,,,,,,,1.7127962389732207e-05,,,,
Is piracy under international (jure gentium) law subject to universal jurisdiction?,international_law,"['Piracy jure gentium is subject to flag State jurisdiction'
 'Piracy jure gentium is subject to universal jurisdiction'
 'Piracy jure gentium is subject to port State jurisdiction'
 'Piracy jure gentium is subject to nationality-based jurisdiction']",1,0.96656233896219,0.020060361881929483,0.005747389905924107,0.007379794718821121,1.6143227703741507e-05,1.424634844626971e-05,9.791362549041596e-06,4.12231760833837e-05,2.3488257713170594e-05,,,,,,,,,,,,,,,,7.163513869561661e-06,,,,,,,,,,
What are self-executing treaties?,international_law,"['Self-executing treaties are adopted only by the executive'
 'Self-executive treaties are clear and precise enough so as not to require any further implementing measures'
 'Self-executing rely on implementing measures stipulated in the treaty Itself'
 'Self-executing treaties follow the doctrine of transformation']",1,0.6739006658558676,0.0021448447015669867,0.318335893703612,0.004540636268848919,0.0007890442702119921,,,,2.8740921736791604e-05,,,,,,3.059455193300652e-05,9.33081115600262e-06,,,,,,,,,,,,,,,,,,,
"Is the ICJ hostile to the idea that an armed attack may arise through a series of lower intensity, yet cumulative, instances of armed force?",international_law,"['The ICJ was not hostile to the accumulation theory'
 'The concept of an armed attack refers to a single attack, not multiple smaller instances of armed force'
 'In the Nicaragua case the ICJ dismissed the accumulation theory'
 'The ICJ has never addressed this issue']",0,0.10501549929098979,0.4153444063045847,0.4153444063045847,0.06369512006501563,7.457935359017237e-05,,,3.1089299963916865e-05,5.125759014168647e-05,3.1089299963916865e-05,,0.00010851231918147592,,2.136734255031662e-05,,,,,,,,,,,,,,,,,,,,,
Is there any priority among international courts and tribunals?,international_law,"['According to the lis pendens rule, the court or the tribunal that seizes first the dispute has exclusive jurisdiction to adjudicate it'
 'The International Court of Justice has by definition priority over any other court or tribunal'
 'Since there is no lis pendens rule in international law and all depends on the consent of the parties to a dispute, there is no priority or hierarchy among international courts and tribunals'
 'Regional or special courts have priority over all others in line of the principle of lex specialis']",2,0.0027499343356218427,0.008470394074000612,0.9790443894691582,0.009598213941820206,7.256026118795437e-06,,,,6.403420574909897e-06,7.723999597221005e-06,1.972392394554585e-05,4.401002308725095e-06,,,4.6848425713225704e-06,,,,,,,,,,,,,,,,,,,,
Do third States enjoy any fishing rights within the Exclusive Economic Zone of another State?,international_law,"[""When the coastal State cannot harvest the 'total allowable catch', the coastal State is to give other State access to that surplus with priority to be given to developing and land-locked States""
 ""Third States may never have access to fisheries within another State's EEZ""
 'The coastal State is to give access to fisheries within its EEZ only to neighbouring States'
 'Third States are free to fish within another EEZ, except from certain designated areas']",0,0.06460591799117307,0.6945790348215315,0.17561709288632107,0.06460591799117307,2.7828510616907662e-05,,,2.455857442296354e-05,6.675712658680087e-05,3.5732514940674095e-05,,5.199050246139742e-05,,5.199050246139742e-05,,,,,,,,,,,,,,,,,,,,,
What is the purpose of sovereign immunity?,international_law,"['The purpose of immunity is to protect foreign Heads of State from embarrassment'
 'Immunity protects a State from being invaded by another'
 'Immunity shields States from being sued in the courts of other States'
 'The purpose of immunity is to offer impunity in respect of all crimes']",2,0.0031077074116546114,0.0024202849657534204,0.9764125236076373,0.01788362138735047,6.798079119328084e-06,,,,1.73595031741939e-05,3.912024429178407e-05,8.200048671690677e-06,,,,5.6358055376171545e-06,,,,,,,,4.3891697659344e-06,,,,,,,,,,,,
What is passive personality jurisdiction?,international_law,"['It is jurisdiction based on the nationality of the offender'
 'It is jurisdiction based on where the offence was committed'
 'It is jurisdiction based on the nationality of the victims'
 'It is jurisdiction based on the country where the legal person was Registered']",2,0.007341261006987455,0.8485345148173248,0.11483667087724196,0.02903525744816456,,,,,6.351435263900991e-05,2.7906258960338707e-06,,4.946502757153428e-05,,2.487257786817068e-05,,,5.907755068263464e-06,,,,,,,,,,,,,3.1621934171790066e-06,,,,,
Which of the following types of rights have been described as first generation rights?,international_law,"['Social and economic rights' 'Civil and political rights'
 'Cultural rights' ""People's rights""]",1,0.9989921305909225,0.0007108169234056444,0.00017937638571930318,7.477520243357987e-05,,,,3.2853931060010517e-06,,,,,,,,,,,1.0119723200423583e-05,,,2.7236865495440184e-06,,,,,,,,,,,,,
What is the problem of 'fragmentation' of international law?,international_law,"['Fragmentation of international law concerns the possibility of different legal regimes apply the same rules of international law'
 'It is possible for several legal regimes (ie foreign investment law and human rights law) to exist and develop in isolation of each other, ultimately culminating in the production of divergent rules of international law'
 'Fragmentation is when States assume different interpretations of the same rule of international law'
 'Fragmentation is when States disagree to abide by a certain rule of international law']",1,0.9964814886979748,0.0016976190049656091,0.0013221070104241154,0.0003787900004489944,2.5776983026688064e-05,4.76826240566358e-06,,1.5634530520578466e-05,5.751622350888266e-06,,,,,,,,,,3.277175629874628e-06,,,,,,,,,,,,,,,,
What is functional (ratione materiae) immunity?,international_law,"['Functional immunity covers the person but not the act'
 'Functional immunity covers the act and incidentally also the person committing the act'
 'Functional immunity covers the State and incidentally also the act'
 'Functional immunity covers both private and public acts as long as they are sanctioned by the State']",1,0.29333864420891487,0.4836336910523884,0.1570128617390876,0.06545269866005846,9.840419937445011e-05,,,4.1020973296079884e-05,2.4880477995325652e-05,,,4.1020973296079884e-05,,2.8193275151966474e-05,,,,1.60640439545036e-05,,,,,,,,,,,,,,,,,
What is the meaning of implied authorisation?,international_law,"['Presumption of Security Council approval of armed force when a State has been forewarned'
 'Implicit authorisation on the basis of a specific number of votes by UNSC members'
 'Presumption that all unlawful attacks will be subject to armed force by a resolution of the UNSC'
 'In cases of repeated unlawful attacks the UNSC shall authorise neighbouring States to take whatever measures they deem necessary to rectify the situation']",0,0.04956902939554067,0.7753901490162237,0.09260713878205785,0.08172551313238782,1.5621087257764136e-05,,,2.7415861938522127e-05,0.00026011445579877414,1.3785561119980542e-05,,5.12195732361639e-05,,7.452403931902668e-05,,,,,,,,,,,,,,,,,,,,,
Which philosopher called the idea of natural rights 'nonsense on stilts'?,international_law,['Alan Gerwith' 'Emmanuel Kant' 'John Locke' 'Jeremy Bentham'],3,0.007055939354013394,0.027917389668107355,0.04060412748833962,0.924145571832051,,,7.290881996378693e-06,,2.8835997673438076e-05,1.2795896401092423e-05,,,,1.9818672044195408e-05,,,,,,,,,6.044353472215184e-06,,,,,,,,,,,,
Who has the authority to conclude a treaty on the part of States?,international_law,"['Treaties are concluded by the competent representatives of States. Heads of States, heads of governments, ministers of foreign affairs and heads of diplomatic missions are presumed to have such authority'
 'Treaties may only negotiated and concluded by the heads of State and ministers of foreign affairs'
 ""Treaties are negotiated and signed only by the persons that bear the necessary 'full powers' and no person is presumed to hold such authority""
 'Treaties are concluded only by members of the diplomatic missions of States']",0,0.0040005833227426775,0.9789327211459408,0.012322664156212478,0.0040005833227426775,,,,3.684408106397387e-05,8.302941838056856e-05,,,0.00022569735921142297,,5.3607821627579026e-05,,,,,,,,5.3607821627579026e-05,,,,,,,,,,,,,
Who is a 'persistent objector'?,international_law,"['The State which persistently objects to the rule in question after its formation'
 'The State which denies to be bound by the rule in question for a short period'
 'The State which persistently and publicly objects to the formation of a rule of customary law from its outset'
 'The State which accepts the formation of a rule of customary law but it retains objections as to its content']",2,0.007781103077878308,0.07384981606383757,0.8993733393025124,0.018665895933333617,1.4110982443604643e-05,,,,1.702109387252431e-05,1.0989644176986143e-05,,8.644024715585667e-05,,,,,,1.5021062621104339e-05,,,,,,,,,,,,,,,,,
What is the meaning of collective security?,international_law,"['The right to self-defence by more than one nation acting in concert'
 ""The right of one's allies to defend the victim State""
 'The authorisation of armed force by the UN Security Council'
 'The authorisation of peacekeeping missions by the UN General Assembly']",2,0.04159672864267376,0.8354925916868117,0.09978536465076362,0.022265124394994354,3.1446142729777294e-05,,,5.87491290317431e-05,0.00016999624148987527,,,0.00021827949481438702,,5.1845924400056016e-05,,,,2.0303155715321878e-05,,,,,,,,,,,,,,,,,
The European Convention on Human Rights is predominantly concerned with which of the following?,international_law,"['Economic and social rights' 'Environmental rights'
 'Civil and political rights' 'Economic freedom']",2,0.0011650330345998239,0.003170596172277023,0.995014449823067,0.0005503226383833221,,,,,4.2017651948282634e-06,,1.7690092223619358e-05,5.395173305113411e-06,,,,,,,,,,,,,,,,,,,,,,,
Is the jurisdiction of international tribunals regulated by the same principles applicable to national courts?,international_law,"['The jurisdictional principles applicable to national courts are also common to international tribunals'
 'The jurisdiction of all international tribunals is regulated by the UN Security Council'
 'International tribunals share some, but not all, of the jurisdictional principles applicable to national courts'
 'The jurisdiction of international tribunals is dictated solely by their founding treaties']",3,0.03136610865028174,0.23176593642208576,0.5559776120049378,0.18049949277479782,,,1.629703204688858e-05,,3.2410518274630714e-05,6.861306772581862e-05,,1.9657973030740127e-05,,1.530964478993697e-05,1.1923163350947966e-05,,,,,,,,,,,,,,,,,,,,
What is the meaning of collective rights?,international_law,"['Collective rights belong to distinct groups of people'
 'Collective rights are those that belong to particular groups as opposed to the individual members of the group'
 'Minority rights are collective rights'
 ""Collective rights entail a right of the group as such as well as individual rights of the group's members""]",1,0.49272408271218016,0.33864399963495234,0.040445258062116275,0.12458016534176838,0.00024049635281474057,,0.0008394143510781389,0.0005091305401316757,0.00027251807016023696,,,,,0.0003499199617375575,,,,,,,,,,0.0002122372864419006,,,,,,,,,,,
Are States under any obligation when they conduct negotiations?,international_law,"['States are under no obligation as to how they conduct their negotiation'
 'States are under an obligation so to conduct themselves that the negotiations are meaningful'
 'States are under an obligation to find a solution of the dispute whenever they conduct negotiations'
 'States are under an obligation to inform the UN Secretary-General about the progress of their negotiations']",1,0.8844252386503878,0.06406755035747486,0.04403294047909318,0.00525898352909036,0.0013296792698390258,6.620086428183146e-05,,0.00023106372042397757,,,,7.047045320358282e-05,,,,,,9.63216891703695e-05,,,,,,,,,,,,,,4.843358695836339e-05,,,
What is the major difference between naturalism and positivism?,international_law,"['On the one hand, naturalism is based on a set of rules that are of universal and objective scope and on the other hand, positivism is based on a structured and coherent legal system that is created by States in light of their interests and desires'
 'While naturalism serves only the theory human rights law, positivism has a wider and more general scope'
 'Naturalism concerns the underpinning values of the international society, while positivism the international rules as such'
 'Naturalism is a school of thought advocated outside of Europe, while positivism is Euro-centric theory']",0,0.05427052519436285,0.21464409093689926,0.6611503257207157,0.06968473372655434,1.4178632355382669e-05,,,8.59977523633314e-06,1.8205724318182522e-05,1.6066495320105124e-05,,2.3376612753756465e-05,,7.5892750089877026e-06,,,,,,,,,,,,,,,,,,,,,
What is an 'internationally wrongful conduct'?,international_law,"['An international wrongful conduct is an action or omission which is in breach of a rule of international criminal law'
 'An international wrongful conduct is every breach of an international obligation of the State, whether attributable to it or not'
 'An internationally wrongful conduct consists of an action or omission attributable to the State, which constitutes a breach of an international obligation of the State'
 'An internationally wrongful conduct is the conduct that cannot be excused on grounds of necessity, force majeure etc.']",2,0.02293856503157323,0.0006112920522827153,0.9753725810532488,0.0006926846434162044,0.0002248817785863094,,,,1.1196204485163429e-05,,1.1918297635367754e-05,,,,,2.859050974363019e-05,,1.0517860747293351e-05,,,,,,,,,,,,,,,6.7908412926637195e-06,,
What is the effects doctrine?,international_law,"['It posits that jurisdiction exists only when it is effective'
 'The effects doctrine serves to confer jurisdiction on the State which has an effective link with the harmful conduct'
 'The effects doctrine serves to confer jurisdiction on the State sharing the nationality of the offender'
 'The effects doctrine serves to confer jurisdiction to the State on whose territory the conduct produces effects']",3,0.04235391040733948,0.6625266293578977,0.017655736633686133,0.27618218880492784,,,4.3764195611397465e-05,0.00010498484761252467,0.00011896341766758882,2.2006019537907915e-05,,,,0.0006041460850110883,,,,,,,,,,,,7.21549601995922e-05,,,,,,,,,
Which persons are considered as 'de facto' organs of the State under the law of international responsibility?,international_law,"[""'De facto organs' are the individuals that are empowered by law to exercise elements of governmental authority""
 ""'De facto organs' are the persons, which are, in fact, acting on the instructions of, or under the direction or control of, that State in carrying out the conduct attributable to the State""
 ""'De facto organs' are the de jure organs of the State that act without due authority or ultra vires""
 ""'De facto organs' are the organs, whose acts or omission cannot be attributed to the State""]",1,0.9866340068767773,0.006647886166103863,0.003558357045900387,0.0019046512755692552,0.00013797247563721398,,,0.0007006820468828924,2.7168391309793655e-05,,,,,,,2.2523387489938286e-05,,2.5522341692048276e-05,,,2.2523387489938286e-05,,,,,,,,,,,,,,
What is the fundamental prerequisite for the incorporation of custom under English law?,international_law,"['Custom is incorporated if it is not in conflict with existing legislation'
 'Custom is superior to English law and is always incorporated'
 'Custom must first be recognised by Parliament before the courts can bring it into the domestic sphere'
 'Custom is incorporated with the passing of implementing legislation']",0,0.02354626947096723,0.6881229225319557,0.2234008113037009,0.0640053964309302,1.7800431134079655e-05,,,1.2234045476309975e-05,0.00023083950327386566,4.545499329296092e-05,,0.00015865351572156138,,8.492110746468302e-05,,,,,,,,,,,,,,,,,,,,,
Was the use of armed force permitted prior to the United Nations Charter?,international_law,"['Armed force was prohibited'
 'Armed force was permitted with no restrictions'
 'Armed force was permitted subject to few restrictions'
 'Armed force was not regulated under international law prior to 1945']",2,0.1429408087343334,0.08669798302149259,0.6406162602099458,0.1261448209609863,0.0005841662752503189,,0.0003543147563094477,,,0.0009631273636308666,,0.0001896510226075529,,0.0001150291598573346,0.00045494915260885417,,,,,,,,,,,,,,,,,,,,
What is the protective principle of jurisdiction?,international_law,"['It is jurisdiction based on the harm to national interests by conduct committed abroad'
 ""It is jurisdiction in order to protect one's nationals abroad""
 'It is jurisdiction in order to protect international human rights'
 'It is jurisdiction based on the nationality of the offender']",0,0.31745393680341777,0.31745393680341777,0.24723337457160205,0.11678477686891571,0.0001755787688266229,,,9.398054261974374e-05,8.29375377651434e-05,,,6.45918193575079e-05,,4.725638454405101e-05,,,,5.700208051530443e-05,,,,,,,,,,,,,,,,,
Which one of the following statements is correct?,international_law,"['The Council of Europe was established in 1950 and consists of 27 member states'
 'The Council of Europe was established in 1949 and consists of 47 member states'
 'The Council of Europe was established in 1959 and consists of 34 member states'
 'The Council of Europe was established in 1984 and consists of 19 member states']",1,0.9277629416883997,0.06720691957763718,0.0029528666685345165,0.0017910041685096864,9.398327327265135e-06,3.9568435992501384e-05,,7.392357058490635e-05,1.5495222173464315e-05,,,,,,,,,,6.45936961059754e-06,,,4.170482470735409e-06,,,,,,,,,,,,,
What is the 'equitable result' in the law and practice of maritime delimitation?,international_law,"['It is the only method of delimitation that international courts and tribunals follow'
 'An equitable result is what a judge or the arbitrator would decide ex aequo et bono, i.e. upon their discretion and in light of what they consider as fair and equitable in a delimitation case'
 ""It is the end result that all delimitations of areas of continental shelf and EEZ should achieve, after, however, drawing a provisional 'equidistance line' and adjusting the zone in the light of the relevant circumstances and the proportionality test.""
 'Achieving an equitable result is an old method of delimitation which is currently not applicable']",2,0.012423357386536221,0.00022754172767748584,0.9869170027620907,0.00025783855672589616,5.753155845468921e-05,,,,3.915071686231397e-06,,4.4805622775830264e-05,,,,,5.3512685231563455e-06,,,3.0490608950176974e-06,,,,,,,,,,,,,,,,
What is a derogation?,international_law,"['Derogations are exemptions from particular human rights obligations contained in a treaty'
 'A derogation refers to the ability of rights holders to bring a claim against the State for breach of an obligation'
 'A State may suspend particular rights by means of a derogation in circumstances that threaten its existence'
 'Derogations are enforcement clauses in human rights treaties']",2,0.009407515252506052,0.10114029641417838,0.8468374095078822,0.042161548234097394,1.602682921348396e-05,,,,2.8127961247432387e-05,9.222803427980162e-05,,4.936610937810502e-05,,2.1906078245702472e-05,,,,1.1725478735043482e-05,,,,,,,,,,,,,,,,,
What is an act jure gestionis?,international_law,"['Acts jure gestionis are those undertaken by States in a private capacity'
 'All purchases by the State are acts jure gestionis'
 'All acts undertaken by State corporations are jure gestionis'
 'All conduct undertaken by government officials in their free time is considered jus gestionis.']",0,0.062832296498994,0.8673730853764602,0.04893384171559121,0.020398660088189798,1.6415471221523998e-05,,,3.475155284867118e-05,8.87411990056834e-05,,,4.191837426041904e-05,,3.066813774895719e-05,,,,1.0598624804796437e-05,,,,,,,,,,,,,,,,,
What is the meaning of cultural relativism?,international_law,"['Culture relativism posits that human rights apply equally to all without restrictions'
 'Culture relativism posits that human rights have a cultural origin'
 'Cultural relativism posits that the application of human rights is relative to the laws in each nation'
 'Cultural relativism posits that local culture should validate the existence and practice of all human rights']",3,0.004466517914640159,0.0016431401144200578,0.02912535541908253,0.9644993836143076,,,2.494976476817551e-05,,1.9430896338902432e-05,3.009516097931114e-05,,,1.6108778857295053e-05,,1.1071391003033578e-05,,,,,,,,1.7147705833523753e-05,,,,,,,,,,,,
Is recognition of governments prevalent in contemporary international practice?,international_law,"['Recognition of governments is very prevalent in contemporary practice'
 'Recognition of governments has largely been replaced by functional Recognition'
 'Government recognition is common in respect of rebel entities'
 'Only democratic governments are recognised in contemporary practice']",1,0.1015620058892203,0.6622675093757258,0.21500676815469594,0.019998744716744593,8.173031819954997e-05,,,9.261258363647953e-05,0.00013475051407668784,,,0.0004150608038593802,,4.374708687280274e-05,,,,4.374708687280274e-05,,,,,,,,,,,,,,,,,
What is the legal nature of the Universal Declaration of Human Rights (UDHR)?,international_law,"['The UDHR is a multilateral treaty'
 'The UDHR is a UN General Assembly resolution'
 'The UDHR is a UN Security Council resolution'
 'The UDHR is a declaration adopted by several States at an international conference']",1,0.7789649419993062,0.06394133619207847,0.02075871256094802,0.1353638097808667,,,0.000261313626487015,1.7782615450813895e-05,0.00015849472626506988,,,,,2.9318576342437618e-05,4.265827686707504e-05,,1.670522124548332e-05,,,,,,,,,,,,,,,,,,
Under what circumstances do human rights violations taking place outside the territory of ECHR member States fall within the remit of the ECHR?,international_law,"['The ECHR applies outside Europe where human rights are violated by ECHR member States abroad'
 'The ECHR applies extraterritorially in circumstances where a member State exercises effective control'
 'The ECHR applies extraterritorially where a member State has contributed forces to a UN peacekeeping mission'
 'The ECHR applies extraterritorially where human rights violations are taking place in former colonies of member States']",1,0.9726660973963903,0.010805346160482352,0.009535684517980026,0.003975064707182238,0.001657053502188746,6.425090624492241e-05,6.425090624492241e-05,0.0004747537770310533,,,,,,,,5.670122574939727e-05,,7.750138666533681e-05,,,,,,,,,,,,,,,,,
What does the principle 'pacta sunt servanda' mean?,international_law,"['Parties to a treaty should be cognizant of its terms and not misinterpret them'
 'Parties to a treaty should safeguard the object and purpose of the treaty'
 'Parties to a treaty should adhere to its terms in good faith'
 'Parties to a treaty should not violate the most important provisions of the treaty']",2,0.0009041727817309457,0.0014907288976279142,0.9915503856624422,0.005895947163193216,,,,,1.0044447512655043e-05,1.4614584895496234e-05,9.435885202132473e-06,6.9034410868264585e-06,,,,,,,,,,,,,,,,,,,,,3.6951457378314206e-06,,
What was the consequence from the absence of implementing legislation in the Tin Council case?,international_law,"['The International Tin Council was headquartered in London and hence the absence of implementing legislation was inconsequential'
 'The constitutive treaties of international organisations are subject to the doctrine of incorporation'
 ""The absence of implementing legislation with respect to the Council's founding treaty meant that individuals did not derive rights and duties from it in the English legal system""
 'The absence of implementing legislation in England in respect of an international organisation is inconsequential under international law']",2,0.007275199425921541,0.0026763962992188144,0.9528632688338886,0.03694652007261732,3.369087337674687e-05,,,,8.00228384048628e-06,4.0638950596444055e-05,9.06777555484869e-06,,,,1.1643254285245504e-05,,,,,,,,9.652596832847248e-06,,,,,,,,,,,,
Which of the following statements is true?,international_law,"['The Human Rights Act 1998 incorporates the European Convention on Human Rights into UK law'
 'The Human Rights Act 1998 allows a court to invalidate primary legislation'
 'The Human Rights Act 1998 allows any person with a reasonable case to bring a case before a court'
 'The Human Rights Act 1998 incorporates the EU charter of fundamental rights into UK law']",0,0.0570155284305053,0.6129746614313357,0.28954874499636024,0.039186161414888156,6.675833622434424e-05,,,9.713280606061613e-05,0.00011006588892962722,6.675833622434424e-05,,0.00043531882771688805,,0.00014132739889597128,,,,,,,,,,,,,,,,,,,,,
What forms may the obligation of reparation take?,international_law,"['Reparation may take only the form of pecuniary compensation, including the interest'
 'Reparation denotes only the physical restitution of the wrongful act'
 'Reparation includes restitution, compensation, and satisfaction, either alone or alongside other forms of reparation'
 'The form of reparation is a matter for the responsible State to decide']",2,0.0003757390193015787,0.006660133476102544,0.9884515790331799,0.004039575151034671,,,,,1.2857082216770788e-05,0.00012198459969906412,2.556936115399222e-05,0.00010112878512010425,,,1.207811098410132e-05,,,,,,,,,1.1346335232575704e-05,,,,,,,,,,,
What is jus cogens?,international_law,"['They are peremptory norms of international law, from which no derogations are allowed and which can never be altered even with the consent of the States'
 'They are rules of international law that are laid down in multilateral treaties with a wide participation'
 'They are the decisions of the UN Security Council'
 'They are the rules of international law on which the ICJ founds its decisions']",0,0.0002956274579559338,0.9986027324472146,0.0003795929888821204,0.0006258430349785891,,,,,6.952491424265669e-06,,,,,3.085149367879666e-06,,,,,3.085149367879666e-06,,,2.2796341752843286e-05,,,,,,,,,,,,,
What is 'unilateral acts'?,international_law,"['They are acts that States perform as practice in the context of custom'
 'They are acts creating unilateral legal obligations to the acting State'
 'Unilateral acts are simply political acts of State devoid of any legal effect'
 'Unilateral acts are those that State perform in order to be bound by a treaty']",1,0.2428541624387109,0.4003988471563971,0.18913501187941822,0.16691106215388724,2.644896069722674e-05,,2.9970598899287767e-05,2.3341125891884298e-05,0.00022145443658538652,2.3341125891884298e-05,,,,2.644896069722674e-05,,,,,,,,,,,,,,,,,,,,,
Is extra-territorial abduction a ground for refusal of otherwise lawful jurisdiction by English courts?,international_law,"['Such abduction constitutes abuse of process and leads to a stay of proceedings'
 ""Such abduction gives rise to the abductor's liability but does not lead to a stay of proceedings""
 'The stay of proceedings under such circumstances would prevent the administration of justice in respect of international criminals'
 'The courts may, but will seldom, stay proceedings in cases of extra-territorial abduction']",0,0.13158444699094937,0.45927487524128613,0.19145424066911515,0.2169460766472917,4.4141653854491e-05,,,3.0338085442293855e-05,0.000154069510661741,2.3627324699345643e-05,,3.0338085442293855e-05,,5.667900548379885e-05,,,,,,,,,,,,,,,,,,,,,
What is the meaning of 'secondary rules' in the law of international responsibility?,international_law,"['Secondary rules are the rules of interpretation of international law, including the law of international responsibility'
 'Secondary rules are the rules that govern the legal consequences arising from a breach of the primary rules, ie of the international obligations of the States'
 'Secondary rules are the rules that govern exclusively the concept of attribution in the law of international responsibility'
 'Secondary rules are the rules that govern exclusively the law of countermeasures']",1,0.9941853104858861,0.0024643200585868267,0.0027924404622492135,0.00037791572087987493,5.114533112484654e-05,,,1.8815315832736922e-05,5.0640735565675465e-06,,,,,,,,,,7.368183547800841e-06,,,4.469029228131416e-06,,,,,,,,,,,,,
What does the doctrine of incorporation suggest in respect of treaties?,international_law,"['The doctrine of incorporation requires that all treaties undergo legislative transformation before they become domestic law'
 'The doctrine of incorporation does not require any further action at the domestic level'
 'The doctrine of incorporation treats treaties as inferior to domestic law'
 'The doctrine of incorporation suggests that ratified treaties automatically pass into the sphere of domestic law']",3,0.004590043245472627,0.0031615883594223793,0.0009038331047257106,0.9911731954002081,,,1.6554272868145266e-05,,2.9053653689829867e-05,,,,2.563975939004036e-05,1.0688241883403225e-05,,,,,,,,4.455522098327893e-06,,,,,,,,,,,,,
Are the provisional measures issued by the ICJ binding upon the parties?,international_law,"['No, according to the literal interpretation of the relevant provision of the State, the provisional measures are not binding'
 'No, unless the parties have agreed so beforehand'
 'It depends upon the Court whether the provisional measures will be binding'
 'Yes, it has been consistently held by the Court since the La Grand case (2001) that they are binding']",3,0.03354441743623831,0.08046887423831123,0.020345717637277588,0.8651218377655595,,,5.0431979855318525e-05,,3.927646540316338e-05,2.535879201084852e-05,,,,7.337809771168653e-05,,,,,,,,,,,,1.3573583237242736e-05,,,,,1.4449004143705232e-05,,,,
When are countermeasures illegal?,international_law,"['Countermeasures are illegal when inter alia are disproportionate or in violation of a peremptory norm of international law (e.g. the use of force, human rights)'
 'Countermeasures are illegal when they are taken in the course of an armed conflict'
 'Countermeasures are illegal when they violate bilateral treaties'
 'Countermeasures are illegal when the responsible State does not consent to them']",0,0.03683159542058892,0.8382832229170359,0.0688104792502944,0.05358965512364793,,,,0.00017056412521912254,0.0008661961005727591,7.110170572354144e-05,,0.00040916206602526346,,0.00031865573742358903,,,,,,,,,,6.274703506950671e-05,,,,,,,,,,,
What is the difference between political and legal means of dispute settlement?,international_law,"['The outcome arising from legal methods, ie arbitration or adjudication by the ICJ, is final and binding upon the parties, whereas this is not the case with diplomatic methods'
 'The political methods are pursued upon the consent of then parties to the dispute, whereas the legal methods not'
 'The political means lead to a final settlement of the dispute, whereas this is not the case with the legal methods'
 'The legal methods of dispute settlement are pursued only in respect of significant disputes, whereas the political means are employed in all disputes']",0,0.1753583572545574,0.6120607707938561,0.15475320711946983,0.05693052335459903,0.00010990173808487454,,,0.00015990608536511065,0.00012453498450023108,,,6.6658773704184e-05,,4.0430589990433865e-05,,,,4.0430589990433865e-05,,,,,,,,,,,,,,,,,
What is the rationale for the exhaustion of local remedies in international human rights?,international_law,"['The local remedies rule aims to free up international tribunals to deal with the most serious cases'
 'The local remedies rule aims to dissuade applicants abusing the system from filing unnecessary petitions'
 'The local remedies rule aims on the one hand to restrict the volume of petitions to international tribunals while at the same time building up the capacity of local courts'
 'The local remedies rule helps demonstrate that national courts are always better placed than international ones to deal with cases']",2,0.04377757849631096,0.07217702484661241,0.7759762383612613,0.10501695148450566,0.0002949710036564469,,,,,0.00090857465540485,,0.00042918027788144434,,,0.0002027304083672886,,,0.00012296220833082314,,,,,,0.00013933443615575308,,,,,,,,,,,
